Reaction,url,KOs,Rule,Notes,Unclear,effector,anchor,auxiliary,carrier,pts,subunit,chain,reductase component,orthology
R08280,https://www.genome.jp/dbget-bin/www_bget?rn:R08280,"K04097,K13299,K23790,K00799","K04097,K13299,K23790,K00799",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00799': 'glutathione S-transferase [EC:2.5.1.18]',
 'K04097': 'prostaglandin-H2 D-isomerase / glutathione transferase '
           '[EC:5.3.99.2 2.5.1.18]',
 'K13299': 'glutathione S-transferase kappa 1 [EC:2.5.1.18]',
 'K23790': 'glutathione S-transferase P [EC:2.5.1.18]'}"
R08281,https://www.genome.jp/dbget-bin/www_bget?rn:R08281,"K00001,K13980,K13951,K13952,K13953,K00121","K00001,K13980,K13951,K13952,K13953,K00121",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00001': 'alcohol dehydrogenase [EC:1.1.1.1]',
 'K00121': 'S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase '
           '[EC:1.1.1.284 1.1.1.1]',
 'K13951': 'alcohol dehydrogenase 1/7 [EC:1.1.1.1]',
 'K13952': 'alcohol dehydrogenase 6 [EC:1.1.1.1]',
 'K13953': 'alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]',
 'K13980': 'alcohol dehydrogenase 4 [EC:1.1.1.1]'}"
R08285,https://www.genome.jp/dbget-bin/www_bget?rn:R08285,"K17709,K17689,K17719,K17721","K17709,K17689,K17719,K17721",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K17689': 'cytochrome P450 family 3 subfamily A4 [EC:1.14.13.32 1.14.14.55 '
           '1.14.14.56 1.14.14.57 1.14.14.73 1.14.14.-]',
 'K17709': 'cytochrome P450 family 2 subfamily B6 [EC:1.14.14.-]',
 'K17719': 'cytochrome P450 family 2 subfamily C9 [EC:1.14.14.51 1.14.14.52 '
           '1.14.14.53 1.14.14.-]',
 'K17721': 'cytochrome P450 family 2 subfamily C19 [EC:1.14.14.51 1.14.14.52 '
           '1.14.14.53 1.14.14.75 1.14.14.-]'}"
R08286,https://www.genome.jp/dbget-bin/www_bget?rn:R08286,"K17690,K17689,K17709","K17690,K17689,K17709",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K17689': 'cytochrome P450 family 3 subfamily A4 [EC:1.14.13.32 1.14.14.55 '
           '1.14.14.56 1.14.14.57 1.14.14.73 1.14.14.-]',
 'K17690': 'cytochrome P450 family 3 subfamily A5 [EC:1.14.14.1]',
 'K17709': 'cytochrome P450 family 2 subfamily B6 [EC:1.14.14.-]'}"
R08287,https://www.genome.jp/dbget-bin/www_bget?rn:R08287,"K17690,K17709,K17689","K17690,K17709,K17689",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K17689': 'cytochrome P450 family 3 subfamily A4 [EC:1.14.13.32 1.14.14.55 '
           '1.14.14.56 1.14.14.57 1.14.14.73 1.14.14.-]',
 'K17690': 'cytochrome P450 family 3 subfamily A5 [EC:1.14.14.1]',
 'K17709': 'cytochrome P450 family 2 subfamily B6 [EC:1.14.14.-]'}"
R08293,https://www.genome.jp/dbget-bin/www_bget?rn:R08293,"K07409,K17689","K07409,K17689",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K07409': 'cytochrome P450 family 1 subfamily A2 [EC:1.14.14.1]',
 'K17689': 'cytochrome P450 family 3 subfamily A4 [EC:1.14.13.32 1.14.14.55 '
           '1.14.14.56 1.14.14.57 1.14.14.73 1.14.14.-]'}"
R08294,https://www.genome.jp/dbget-bin/www_bget?rn:R08294,"K07409,K17689","K07409,K17689",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K07409': 'cytochrome P450 family 1 subfamily A2 [EC:1.14.14.1]',
 'K17689': 'cytochrome P450 family 3 subfamily A4 [EC:1.14.13.32 1.14.14.55 '
           '1.14.14.56 1.14.14.57 1.14.14.73 1.14.14.-]'}"
R08303,https://www.genome.jp/dbget-bin/www_bget?rn:R08303,"K07415,K17689","K07415,K17689",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K07415': 'cytochrome P450 family 2 subfamily E1 [EC:1.14.14.-]',
 'K17689': 'cytochrome P450 family 3 subfamily A4 [EC:1.14.13.32 1.14.14.55 '
           '1.14.14.56 1.14.14.57 1.14.14.73 1.14.14.-]'}"
R08304,https://www.genome.jp/dbget-bin/www_bget?rn:R08304,"K17689,K07415","K17689,K07415",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K07415': 'cytochrome P450 family 2 subfamily E1 [EC:1.14.14.-]',
 'K17689': 'cytochrome P450 family 3 subfamily A4 [EC:1.14.13.32 1.14.14.55 '
           '1.14.14.56 1.14.14.57 1.14.14.73 1.14.14.-]'}"
R08306,https://www.genome.jp/dbget-bin/www_bget?rn:R08306,"K13953,K00001,K13980,K13951,K13952,K00121","K13953,K00001,K13980,K13951,K13952,K00121",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00001': 'alcohol dehydrogenase [EC:1.1.1.1]',
 'K00121': 'S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase '
           '[EC:1.1.1.284 1.1.1.1]',
 'K13951': 'alcohol dehydrogenase 1/7 [EC:1.1.1.1]',
 'K13952': 'alcohol dehydrogenase 6 [EC:1.1.1.1]',
 'K13953': 'alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]',
 'K13980': 'alcohol dehydrogenase 4 [EC:1.1.1.1]'}"
R08310,https://www.genome.jp/dbget-bin/www_bget?rn:R08310,"K13980,K00121,K13952,K13951,K00001,K13953","K13980,K00121,K13952,K13951,K00001,K13953",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00001': 'alcohol dehydrogenase [EC:1.1.1.1]',
 'K00121': 'S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase '
           '[EC:1.1.1.284 1.1.1.1]',
 'K13951': 'alcohol dehydrogenase 1/7 [EC:1.1.1.1]',
 'K13952': 'alcohol dehydrogenase 6 [EC:1.1.1.1]',
 'K13953': 'alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]',
 'K13980': 'alcohol dehydrogenase 4 [EC:1.1.1.1]'}"
R08312,https://www.genome.jp/dbget-bin/www_bget?rn:R08312,"K17718,K17689","K17718,K17689",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K17689': 'cytochrome P450 family 3 subfamily A4 [EC:1.14.13.32 1.14.14.55 '
           '1.14.14.56 1.14.14.57 1.14.14.73 1.14.14.-]',
 'K17718': 'cytochrome P450 family 2 subfamily C8 [EC:1.14.14.1]'}"
R08313,https://www.genome.jp/dbget-bin/www_bget?rn:R08313,"K17689,K17709","K17689,K17709",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K17689': 'cytochrome P450 family 3 subfamily A4 [EC:1.14.13.32 1.14.14.55 '
           '1.14.14.56 1.14.14.57 1.14.14.73 1.14.14.-]',
 'K17709': 'cytochrome P450 family 2 subfamily B6 [EC:1.14.14.-]'}"
R08324,https://www.genome.jp/dbget-bin/www_bget?rn:R08324,"K17709,K17683,K17719","K17709,K17683,K17719",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K17683': 'cytochrome P450 family 2 subfamily A6 [EC:1.14.14.-]',
 'K17709': 'cytochrome P450 family 2 subfamily B6 [EC:1.14.14.-]',
 'K17719': 'cytochrome P450 family 2 subfamily C9 [EC:1.14.14.51 1.14.14.52 '
           '1.14.14.53 1.14.14.-]'}"
R08325,https://www.genome.jp/dbget-bin/www_bget?rn:R08325,"K17709,K17683,K17719","K17709,K17683,K17719",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K17683': 'cytochrome P450 family 2 subfamily A6 [EC:1.14.14.-]',
 'K17709': 'cytochrome P450 family 2 subfamily B6 [EC:1.14.14.-]',
 'K17719': 'cytochrome P450 family 2 subfamily C9 [EC:1.14.14.51 1.14.14.52 '
           '1.14.14.53 1.14.14.-]'}"
R08326,https://www.genome.jp/dbget-bin/www_bget?rn:R08326,"K17719,K17683,K17709","K17719,K17683,K17709",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K17683': 'cytochrome P450 family 2 subfamily A6 [EC:1.14.14.-]',
 'K17709': 'cytochrome P450 family 2 subfamily B6 [EC:1.14.14.-]',
 'K17719': 'cytochrome P450 family 2 subfamily C9 [EC:1.14.14.51 1.14.14.52 '
           '1.14.14.53 1.14.14.-]'}"
R08343,https://www.genome.jp/dbget-bin/www_bget?rn:R08343,"K17689,K17712,K17721","K17689,K17712,K17721",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K17689': 'cytochrome P450 family 3 subfamily A4 [EC:1.14.13.32 1.14.14.55 '
           '1.14.14.56 1.14.14.57 1.14.14.73 1.14.14.-]',
 'K17712': 'cytochrome P450 family 2 subfamily D6 [EC:1.14.14.1]',
 'K17721': 'cytochrome P450 family 2 subfamily C19 [EC:1.14.14.51 1.14.14.52 '
           '1.14.14.53 1.14.14.75 1.14.14.-]'}"
R08359,https://www.genome.jp/dbget-bin/www_bget?rn:R08359,"K00797,K24034","K00797,K24034",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00797': 'spermidine synthase [EC:2.5.1.16]',
 'K24034': 'spermidine synthase / saccharopine dehydrogenase (NADP+, '
           'L-glutamate-forming) [EC:2.5.1.16 1.5.1.10]'}"
R08360,https://www.genome.jp/dbget-bin/www_bget?rn:R08360,"K11185,K11186,K11207","K11185,K11186,K11207",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K11185': 'cytosolic tryparedoxin peroxidase, trypanosomatid typical 2-Cys '
           'peroxiredoxin [EC:1.11.1.-]',
 'K11186': 'mitochondrial tryparedoxin peroxidase, trypanosomatid typical '
           '2-Cys peroxiredoxin [EC:1.11.1.-]',
 'K11207': 'glutathione peroxidase-type tryparedoxin peroxidase [EC:1.11.1.-]'}"
R08362,https://www.genome.jp/dbget-bin/www_bget?rn:R08362,"K11186,K11185","K11186,K11185",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K11185': 'cytosolic tryparedoxin peroxidase, trypanosomatid typical 2-Cys '
           'peroxiredoxin [EC:1.11.1.-]',
 'K11186': 'mitochondrial tryparedoxin peroxidase, trypanosomatid typical '
           '2-Cys peroxiredoxin [EC:1.11.1.-]'}"
R08363,https://www.genome.jp/dbget-bin/www_bget?rn:R08363,"K10807,K10808",K10807+K10808,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K10807': 'ribonucleoside-diphosphate reductase subunit M1 [EC:1.17.4.1]',
 'K10808': 'ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]'}"
R08364,https://www.genome.jp/dbget-bin/www_bget?rn:R08364,"K10808,K10807",K10808+K10807,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K10807': 'ribonucleoside-diphosphate reductase subunit M1 [EC:1.17.4.1]',
 'K10808': 'ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]'}"
R08366,https://www.genome.jp/dbget-bin/www_bget?rn:R08366,"K02747,K02746,K02745,K02744","K02747,K02746,K02745,K02744",,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"{'K02744': 'N-acetylgalactosamine PTS system EIIA component [EC:2.7.1.-]',
 'K02745': 'N-acetylgalactosamine PTS system EIIB component [EC:2.7.1.-]',
 'K02746': 'N-acetylgalactosamine PTS system EIIC component',
 'K02747': 'N-acetylgalactosamine PTS system EIID component'}"
R08367,https://www.genome.jp/dbget-bin/www_bget?rn:R08367,"K02744,K10986,K10985,K10984","K02744,K10986,K10985,K10984",,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"{'K02744': 'N-acetylgalactosamine PTS system EIIA component [EC:2.7.1.-]',
 'K10984': 'galactosamine PTS system EIIB component [EC:2.7.1.-]',
 'K10985': 'galactosamine PTS system EIIC component',
 'K10986': 'galactosamine PTS system EIID component'}"
R08368,https://www.genome.jp/dbget-bin/www_bget?rn:R08368,"K03784,K03783","K03784,K03783",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K03783': 'purine-nucleoside phosphorylase [EC:2.4.2.1]',
 'K03784': 'purine-nucleoside phosphorylase [EC:2.4.2.1]'}"
R08379,https://www.genome.jp/dbget-bin/www_bget?rn:R08379,"K11151,K11146,K11147,K11150,K11153,K11161,K11152","K11151,K11146,K11147,K11150,K11153,K11161,K11152",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"{'K11146': 'short-chain dehydrogenase/reductase 3 [EC:1.1.1.300]',
 'K11147': 'dehydrogenase/reductase SDR family member 4 [EC:1.1.-.-]',
 'K11150': 'retinol dehydrogenase 8 [EC:1.1.1.-]',
 'K11151': 'retinol dehydrogenase 10 [EC:1.1.1.-]',
 'K11152': 'retinol dehydrogenase 11 [EC:1.1.1.300]',
 'K11153': 'retinol dehydrogenase 12 [EC:1.1.1.300]',
 'K11161': 'retinol dehydrogenase 13 [EC:1.1.1.300]'}"
R08380,https://www.genome.jp/dbget-bin/www_bget?rn:R08380,"K11152,K11151","K11152,K11151",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K11151': 'retinol dehydrogenase 10 [EC:1.1.1.-]',
 'K11152': 'retinol dehydrogenase 11 [EC:1.1.1.300]'}"
R08383,https://www.genome.jp/dbget-bin/www_bget?rn:R08383,"K11152,K11148,K11147,K11153","K11152,K11148,K11147,K11153",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K11147': 'dehydrogenase/reductase SDR family member 4 [EC:1.1.-.-]',
 'K11148': 'dehydrogenase/reductase SDR family member 4-like protein 2 '
           '[EC:1.1.-.-]',
 'K11152': 'retinol dehydrogenase 11 [EC:1.1.1.300]',
 'K11153': 'retinol dehydrogenase 12 [EC:1.1.1.300]'}"
R08390,https://www.genome.jp/dbget-bin/www_bget?rn:R08390,"K17690,K17689,K12664,K17691,K17709,K07408,K07411,K17720,K17718,K07425,K07424,K07412,K07413,K12665,K17683,K07437,K17719","K17690,K17689,K12664,K17691,K17709,K07408,K07411,K17720,K17718,K07425,K07424,K07412,K07413,K12665,K17683,K07437,K17719",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"{'K07408': 'cytochrome P450 family 1 subfamily A1 [EC:1.14.14.1]',
 'K07411': 'cytochrome P450 family 2 subfamily A [EC:1.14.14.1]',
 'K07412': 'cytochrome P450 family 2 subfamily B [EC:1.14.14.1]',
 'K07413': 'cytochrome P450 family 2 subfamily C [EC:1.14.14.1]',
 'K07424': 'cytochrome P450 family 3 subfamily A [EC:1.14.14.1]',
 'K07425': 'long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]',
 'K07437': 'cytochrome P450 family 26 subfamily A [EC:1.14.14.-]',
 'K12664': 'cytochrome P450 family 26 subfamily B [EC:1.14.14.-]',
 'K12665': 'cytochrome P450 family 26 subfamily C [EC:1.14.14.-]',
 'K17683': 'cytochrome P450 family 2 subfamily A6 [EC:1.14.14.-]',
 'K17689': 'cytochrome P450 family 3 subfamily A4 [EC:1.14.13.32 1.14.14.55 '
           '1.14.14.56 1.14.14.57 1.14.14.73 1.14.14.-]',
 'K17690': 'cytochrome P450 family 3 subfamily A5 [EC:1.14.14.1]',
 'K17691': 'cytochrome P450 family 3 subfamily A7 [EC:1.14.14.1]',
 'K17709': 'cytochrome P450 family 2 subfamily B6 [EC:1.14.14.-]',
 'K17718': 'cytochrome P450 family 2 subfamily C8 [EC:1.14.14.1]',
 'K17719': 'cytochrome P450 family 2 subfamily C9 [EC:1.14.14.51 1.14.14.52 '
           '1.14.14.53 1.14.14.-]',
 'K17720': 'cytochrome P450 family 2 subfamily C18 [EC:1.14.14.1]'}"
R08391,https://www.genome.jp/dbget-bin/www_bget?rn:R08391,"K17709,K17690,K17689,K07424,K07420,K07411,K17683,K07412","K17709,K17690,K17689,K07424,K07420,K07411,K17683,K07412",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K07411': 'cytochrome P450 family 2 subfamily A [EC:1.14.14.1]',
 'K07412': 'cytochrome P450 family 2 subfamily B [EC:1.14.14.1]',
 'K07420': 'cytochrome P450 family 2 subfamily S1 [EC:1.14.14.1]',
 'K07424': 'cytochrome P450 family 3 subfamily A [EC:1.14.14.1]',
 'K17683': 'cytochrome P450 family 2 subfamily A6 [EC:1.14.14.-]',
 'K17689': 'cytochrome P450 family 3 subfamily A4 [EC:1.14.13.32 1.14.14.55 '
           '1.14.14.56 1.14.14.57 1.14.14.73 1.14.14.-]',
 'K17690': 'cytochrome P450 family 3 subfamily A5 [EC:1.14.14.1]',
 'K17709': 'cytochrome P450 family 2 subfamily B6 [EC:1.14.14.-]'}"
R08392,https://www.genome.jp/dbget-bin/www_bget?rn:R08392,"K07408,K17718,K07437,K12665,K12664,K07424,K17719,K17709,K17683,K07420,K17720,K17689,K07413,K07423,K07411,K17690,K07412,K07409,K17691","K07408,K17718,K07437,K12665,K12664,K07424,K17719,K17709,K17683,K07420,K17720,K17689,K07413,K07423,K07411,K17690,K07412,K07409,K17691",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K07408': 'cytochrome P450 family 1 subfamily A1 [EC:1.14.14.1]',
 'K07409': 'cytochrome P450 family 1 subfamily A2 [EC:1.14.14.1]',
 'K07411': 'cytochrome P450 family 2 subfamily A [EC:1.14.14.1]',
 'K07412': 'cytochrome P450 family 2 subfamily B [EC:1.14.14.1]',
 'K07413': 'cytochrome P450 family 2 subfamily C [EC:1.14.14.1]',
 'K07420': 'cytochrome P450 family 2 subfamily S1 [EC:1.14.14.1]',
 'K07423': 'cytochrome P450 family 2 subfamily W1 [EC:1.14.14.-]',
 'K07424': 'cytochrome P450 family 3 subfamily A [EC:1.14.14.1]',
 'K07437': 'cytochrome P450 family 26 subfamily A [EC:1.14.14.-]',
 'K12664': 'cytochrome P450 family 26 subfamily B [EC:1.14.14.-]',
 'K12665': 'cytochrome P450 family 26 subfamily C [EC:1.14.14.-]',
 'K17683': 'cytochrome P450 family 2 subfamily A6 [EC:1.14.14.-]',
 'K17689': 'cytochrome P450 family 3 subfamily A4 [EC:1.14.13.32 1.14.14.55 '
           '1.14.14.56 1.14.14.57 1.14.14.73 1.14.14.-]',
 'K17690': 'cytochrome P450 family 3 subfamily A5 [EC:1.14.14.1]',
 'K17691': 'cytochrome P450 family 3 subfamily A7 [EC:1.14.14.1]',
 'K17709': 'cytochrome P450 family 2 subfamily B6 [EC:1.14.14.-]',
 'K17718': 'cytochrome P450 family 2 subfamily C8 [EC:1.14.14.1]',
 'K17719': 'cytochrome P450 family 2 subfamily C9 [EC:1.14.14.51 1.14.14.52 '
           '1.14.14.53 1.14.14.-]',
 'K17720': 'cytochrome P450 family 2 subfamily C18 [EC:1.14.14.1]'}"
R08541,https://www.genome.jp/dbget-bin/www_bget?rn:R08541,"K15808,K14184","K15808,K14184",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K14184': 'alpha-humulene/beta-caryophyllene synthase [EC:4.2.3.104 4.2.3.57]',
 'K15808': 'beta-caryophyllene synthase [EC:4.2.3.57]'}"
R08549,https://www.genome.jp/dbget-bin/www_bget?rn:R08549,"K00164,K00658,K01616,K00382","K00164+K00658,K01616,K00382",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K00164': '2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]',
 'K00382': 'dihydrolipoamide dehydrogenase [EC:1.8.1.4]',
 'K00658': '2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide '
           'succinyltransferase) [EC:2.3.1.61]',
 'K01616': 'multifunctional 2-oxoglutarate metabolism enzyme [EC:2.2.1.5 '
           '4.1.1.71 1.2.4.2 2.3.1.61]'}"
R08559,https://www.genome.jp/dbget-bin/www_bget?rn:R08559,"K11192,K02777","K11192,K02777",,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"{'K02777': 'sugar PTS system EIIA component [EC:2.7.1.-]',
 'K11192': 'N-acetylmuramic acid PTS system EIICB component [EC:2.7.1.192]'}"
R08566,https://www.genome.jp/dbget-bin/www_bget?rn:R08566,"K00188,K00186,K00189,K00187",K00188+K00186+K00189+K00187,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K00186': '2-oxoisovalerate ferredoxin oxidoreductase alpha subunit '
           '[EC:1.2.7.7]',
 'K00187': '2-oxoisovalerate ferredoxin oxidoreductase beta subunit '
           '[EC:1.2.7.7]',
 'K00188': '2-oxoisovalerate ferredoxin oxidoreductase delta subunit '
           '[EC:1.2.7.7]',
 'K00189': '2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit '
           '[EC:1.2.7.7 1.2.7.1]'}"
R08567,https://www.genome.jp/dbget-bin/www_bget?rn:R08567,"K00189,K00186,K00188,K00187",K00189+K00186+K00188+K00187,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K00186': '2-oxoisovalerate ferredoxin oxidoreductase alpha subunit '
           '[EC:1.2.7.7]',
 'K00187': '2-oxoisovalerate ferredoxin oxidoreductase beta subunit '
           '[EC:1.2.7.7]',
 'K00188': '2-oxoisovalerate ferredoxin oxidoreductase delta subunit '
           '[EC:1.2.7.7]',
 'K00189': '2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit '
           '[EC:1.2.7.7 1.2.7.1]'}"
R08618,https://www.genome.jp/dbget-bin/www_bget?rn:R08618,"K14287,K21346","K14287,K21346",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K14287': 'methionine transaminase [EC:2.6.1.88]',
 'K21346': 'methionine transaminase [EC:2.6.1.88]'}"
R08619,https://www.genome.jp/dbget-bin/www_bget?rn:R08619,"K15742,K15741","K15742,K15741",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K15741': 'methylthioalkylmalate synthase 1 [EC:2.3.3.17]',
 'K15742': 'methylthioalkylmalate synthase 3 [EC:2.3.3.17]'}"
R08620,https://www.genome.jp/dbget-bin/www_bget?rn:R08620,"K21359,K01703",K21359+K01703,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K01703': '3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit '
           '[EC:4.2.1.33 4.2.1.35]',
 'K21359': '3-isopropylmalate/methylthioalkylmalate dehydratase small subunit '
           '[EC:4.2.1.33 4.2.1.170]'}"
R08623,https://www.genome.jp/dbget-bin/www_bget?rn:R08623,"K15742,K15741","K15742,K15741",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K15741': 'methylthioalkylmalate synthase 1 [EC:2.3.3.17]',
 'K15742': 'methylthioalkylmalate synthase 3 [EC:2.3.3.17]'}"
R08624,https://www.genome.jp/dbget-bin/www_bget?rn:R08624,"K21359,K01703",K21359+K01703,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K01703': '3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit '
           '[EC:4.2.1.33 4.2.1.35]',
 'K21359': '3-isopropylmalate/methylthioalkylmalate dehydratase small subunit '
           '[EC:4.2.1.33 4.2.1.170]'}"
R08628,https://www.genome.jp/dbget-bin/www_bget?rn:R08628,"K01703,K21359",K01703+K21359,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K01703': '3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit '
           '[EC:4.2.1.33 4.2.1.35]',
 'K21359': '3-isopropylmalate/methylthioalkylmalate dehydratase small subunit '
           '[EC:4.2.1.33 4.2.1.170]'}"
R08634,https://www.genome.jp/dbget-bin/www_bget?rn:R08634,"K01703,K21359",K01703+K21359,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K01703': '3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit '
           '[EC:4.2.1.33 4.2.1.35]',
 'K21359': '3-isopropylmalate/methylthioalkylmalate dehydratase small subunit '
           '[EC:4.2.1.33 4.2.1.170]'}"
R08641,https://www.genome.jp/dbget-bin/www_bget?rn:R08641,"K01703,K21359",K01703+K21359,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K01703': '3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit '
           '[EC:4.2.1.33 4.2.1.35]',
 'K21359': '3-isopropylmalate/methylthioalkylmalate dehydratase small subunit '
           '[EC:4.2.1.33 4.2.1.170]'}"
R08645,https://www.genome.jp/dbget-bin/www_bget?rn:R08645,"K01703,K21359",K01703+K21359,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"{'K01703': '3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit '
           '[EC:4.2.1.33 4.2.1.35]',
 'K21359': '3-isopropylmalate/methylthioalkylmalate dehydratase small subunit '
           '[EC:4.2.1.33 4.2.1.170]'}"
R08669,https://www.genome.jp/dbget-bin/www_bget?rn:R08669,"K22321,K11821","K22321,K11821",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K11821': 'aromatic desulfoglucosinolate sulfotransferase [EC:2.8.2.24]',
 'K22321': 'aliphatic desulfoglucosinolate sulfotransferase [EC:2.8.2.38]'}"
R08671,https://www.genome.jp/dbget-bin/www_bget?rn:R08671,"K22321,K11821","K22321,K11821",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K11821': 'aromatic desulfoglucosinolate sulfotransferase [EC:2.8.2.24]',
 'K22321': 'aliphatic desulfoglucosinolate sulfotransferase [EC:2.8.2.38]'}"
R08674,https://www.genome.jp/dbget-bin/www_bget?rn:R08674,"K12155,K12154","K12155,K12154",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K12154': 'homomethionine N-monooxygenase [EC:1.14.14.42]',
 'K12155': 'homomethionine N-monooxygenase [EC:1.14.14.42]'}"
R08675,https://www.genome.jp/dbget-bin/www_bget?rn:R08675,"K12154,K12155","K12154,K12155",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K12154': 'homomethionine N-monooxygenase [EC:1.14.14.42]',
 'K12155': 'homomethionine N-monooxygenase [EC:1.14.14.42]'}"
R08692,https://www.genome.jp/dbget-bin/www_bget?rn:R08692,"K19291,K19290","K19291,K19290",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{'K19290': 'mannuronan synthase [EC:2.4.1.33]',
 'K19291': 'mannuronan synthase [EC:2.4.1.33]'}"
